Region,Year,Age,Pop
Abruzzo,2002,0,10681
Abruzzo,2002,1,10706
Abruzzo,2002,2,10807
Abruzzo,2002,3,10761
Abruzzo,2002,4,10806
Abruzzo,2002,5,11090
Abruzzo,2002,6,11094
Abruzzo,2002,7,11587
Abruzzo,2002,8,12094
Abruzzo,2002,9,12462
Abruzzo,2002,10,12676
Abruzzo,2002,11,12855
Abruzzo,2002,12,12714
Abruzzo,2002,13,12810
Abruzzo,2002,14,12401
Abruzzo,2002,15,13086
Abruzzo,2002,16,13708
Abruzzo,2002,17,13750
Abruzzo,2002,18,14029
Abruzzo,2002,19,14676
Abruzzo,2002,20,14663
Abruzzo,2002,21,14766
Abruzzo,2002,22,15435
Abruzzo,2002,23,16108
Abruzzo,2002,24,16340
Abruzzo,2002,25,17206
Abruzzo,2002,26,17808
Abruzzo,2002,27,18304
Abruzzo,2002,28,18278
Abruzzo,2002,29,18718
Abruzzo,2002,30,19211
Abruzzo,2002,31,18783
Abruzzo,2002,32,19474
Abruzzo,2002,33,19165
Abruzzo,2002,34,19471
Abruzzo,2002,35,20049
Abruzzo,2002,36,20220
Abruzzo,2002,37,20346
Abruzzo,2002,38,19296
Abruzzo,2002,39,18584
Abruzzo,2002,40,18475
Abruzzo,2002,41,18200
Abruzzo,2002,42,17931
Abruzzo,2002,43,17284
Abruzzo,2002,44,17143
Abruzzo,2002,45,17014
Abruzzo,2002,46,16996
Abruzzo,2002,47,16824
Abruzzo,2002,48,15875
Abruzzo,2002,49,15989
Abruzzo,2002,50,16188
Abruzzo,2002,51,16834
Abruzzo,2002,52,16918
Abruzzo,2002,53,17226
Abruzzo,2002,54,16541
Abruzzo,2002,55,16237
Abruzzo,2002,56,12388
Abruzzo,2002,57,13377
Abruzzo,2002,58,13196
Abruzzo,2002,59,12941
Abruzzo,2002,60,13161
Abruzzo,2002,61,15318
Abruzzo,2002,62,15511
Abruzzo,2002,63,14514
Abruzzo,2002,64,14653
Abruzzo,2002,65,14171
Abruzzo,2002,66,14740
Abruzzo,2002,67,14083
Abruzzo,2002,68,14642
Abruzzo,2002,69,13352
Abruzzo,2002,70,14029
Abruzzo,2002,71,14996
Abruzzo,2002,72,13085
Abruzzo,2002,73,12976
Abruzzo,2002,74,12933
Abruzzo,2002,75,12248
Abruzzo,2002,76,11960
Abruzzo,2002,77,11288
Abruzzo,2002,78,10591
Abruzzo,2002,79,10357
Abruzzo,2002,80,9879
Abruzzo,2002,81,9388
Abruzzo,2002,82,5693
Abruzzo,2002,83,3883
Abruzzo,2002,84,3738
Abruzzo,2002,85,4546
Abruzzo,2002,86,5016
Abruzzo,2002,87,4059
Abruzzo,2002,88,3827
Abruzzo,2002,89,3297
Abruzzo,2002,90,2358
Abruzzo,2002,91,2173
Abruzzo,2002,92,1507
Abruzzo,2002,93,1144
Abruzzo,2002,94,772
Abruzzo,2002,95,598
Abruzzo,2002,96,432
Abruzzo,2002,97,263
Abruzzo,2002,98,137
Abruzzo,2002,99,109
Abruzzo,2002,100,165
Abruzzo,2002,Total,1262187
Abruzzo,2003,0,10566
Abruzzo,2003,1,10823
Abruzzo,2003,2,10817
Abruzzo,2003,3,10888
Abruzzo,2003,4,10892
Abruzzo,2003,5,10932
Abruzzo,2003,6,11200
Abruzzo,2003,7,11230
Abruzzo,2003,8,11660
Abruzzo,2003,9,12191
Abruzzo,2003,10,12537
Abruzzo,2003,11,12760
Abruzzo,2003,12,12926
Abruzzo,2003,13,12788
Abruzzo,2003,14,12892
Abruzzo,2003,15,12461
Abruzzo,2003,16,13127
Abruzzo,2003,17,13764
Abruzzo,2003,18,13827
Abruzzo,2003,19,14082
Abruzzo,2003,20,14700
Abruzzo,2003,21,14676
Abruzzo,2003,22,14806
Abruzzo,2003,23,15582
Abruzzo,2003,24,16188
Abruzzo,2003,25,16451
Abruzzo,2003,26,17335
Abruzzo,2003,27,17916
Abruzzo,2003,28,18536
Abruzzo,2003,29,18425
Abruzzo,2003,30,18912
Abruzzo,2003,31,19339
Abruzzo,2003,32,18776
Abruzzo,2003,33,19576
Abruzzo,2003,34,19316
Abruzzo,2003,35,19592
Abruzzo,2003,36,20298
Abruzzo,2003,37,20433
Abruzzo,2003,38,20444
Abruzzo,2003,39,19400
Abruzzo,2003,40,18676
Abruzzo,2003,41,18585
Abruzzo,2003,42,18287
Abruzzo,2003,43,17991
Abruzzo,2003,44,17365
Abruzzo,2003,45,17222
Abruzzo,2003,46,17070
Abruzzo,2003,47,17060
Abruzzo,2003,48,16885
Abruzzo,2003,49,15953
Abruzzo,2003,50,16047
Abruzzo,2003,51,16209
Abruzzo,2003,52,16881
Abruzzo,2003,53,16987
Abruzzo,2003,54,17270
Abruzzo,2003,55,16598
Abruzzo,2003,56,16276
Abruzzo,2003,57,12408
Abruzzo,2003,58,13423
Abruzzo,2003,59,13241
Abruzzo,2003,60,12946
Abruzzo,2003,61,13150
Abruzzo,2003,62,15319
Abruzzo,2003,63,15520
Abruzzo,2003,64,14460
Abruzzo,2003,65,14653
Abruzzo,2003,66,14102
Abruzzo,2003,67,14644
Abruzzo,2003,68,14004
Abruzzo,2003,69,14534
Abruzzo,2003,70,13225
Abruzzo,2003,71,13828
Abruzzo,2003,72,14774
Abruzzo,2003,73,12836
Abruzzo,2003,74,12714
Abruzzo,2003,75,12698
Abruzzo,2003,76,11933
Abruzzo,2003,77,11613
Abruzzo,2003,78,10929
Abruzzo,2003,79,10142
Abruzzo,2003,80,9910
Abruzzo,2003,81,9327
Abruzzo,2003,82,8823
Abruzzo,2003,83,5344
Abruzzo,2003,84,3606
Abruzzo,2003,85,3458
Abruzzo,2003,86,4076
Abruzzo,2003,87,4473
Abruzzo,2003,88,3519
Abruzzo,2003,89,3236
Abruzzo,2003,90,2757
Abruzzo,2003,91,1921
Abruzzo,2003,92,1732
Abruzzo,2003,93,1236
Abruzzo,2003,94,900
Abruzzo,2003,95,619
Abruzzo,2003,96,425
Abruzzo,2003,97,293
Abruzzo,2003,98,187
Abruzzo,2003,99,99
Abruzzo,2003,100,170
Abruzzo,2003,Total,1267633
Abruzzo,2004,0,10917
Abruzzo,2004,1,10686
Abruzzo,2004,2,10936
Abruzzo,2004,3,10911
Abruzzo,2004,4,10956
Abruzzo,2004,5,11021
Abruzzo,2004,6,11043
Abruzzo,2004,7,11336
Abruzzo,2004,8,11349
Abruzzo,2004,9,11752
Abruzzo,2004,10,12300
Abruzzo,2004,11,12668
Abruzzo,2004,12,12861
Abruzzo,2004,13,13005
Abruzzo,2004,14,12903
Abruzzo,2004,15,12978
Abruzzo,2004,16,12536
Abruzzo,2004,17,13205
Abruzzo,2004,18,13874
Abruzzo,2004,19,13959
Abruzzo,2004,20,14236
Abruzzo,2004,21,14913
Abruzzo,2004,22,14823
Abruzzo,2004,23,15114
Abruzzo,2004,24,15839
Abruzzo,2004,25,16532
Abruzzo,2004,26,16806
Abruzzo,2004,27,17721
Abruzzo,2004,28,18357
Abruzzo,2004,29,18957
Abruzzo,2004,30,18935
Abruzzo,2004,31,19308
Abruzzo,2004,32,19602
Abruzzo,2004,33,19099
Abruzzo,2004,34,19940
Abruzzo,2004,35,19605
Abruzzo,2004,36,19961
Abruzzo,2004,37,20568
Abruzzo,2004,38,20686
Abruzzo,2004,39,20743
Abruzzo,2004,40,19620
Abruzzo,2004,41,18916
Abruzzo,2004,42,18773
Abruzzo,2004,43,18491
Abruzzo,2004,44,18199
Abruzzo,2004,45,17562
Abruzzo,2004,46,17401
Abruzzo,2004,47,17239
Abruzzo,2004,48,17214
Abruzzo,2004,49,17029
Abruzzo,2004,50,16083
Abruzzo,2004,51,16164
Abruzzo,2004,52,16296
Abruzzo,2004,53,16971
Abruzzo,2004,54,17095
Abruzzo,2004,55,17371
Abruzzo,2004,56,16688
Abruzzo,2004,57,16326
Abruzzo,2004,58,12425
Abruzzo,2004,59,13478
Abruzzo,2004,60,13286
Abruzzo,2004,61,12956
Abruzzo,2004,62,13158
Abruzzo,2004,63,15283
Abruzzo,2004,64,15492
Abruzzo,2004,65,14458
Abruzzo,2004,66,14617
Abruzzo,2004,67,14012
Abruzzo,2004,68,14521
Abruzzo,2004,69,13891
Abruzzo,2004,70,14404
Abruzzo,2004,71,13063
Abruzzo,2004,72,13609
Abruzzo,2004,73,14497
Abruzzo,2004,74,12589
Abruzzo,2004,75,12461
Abruzzo,2004,76,12350
Abruzzo,2004,77,11590
Abruzzo,2004,78,11213
Abruzzo,2004,79,10528
Abruzzo,2004,80,9689
Abruzzo,2004,81,9418
Abruzzo,2004,82,8816
Abruzzo,2004,83,8206
Abruzzo,2004,84,4902
Abruzzo,2004,85,3283
Abruzzo,2004,86,3124
Abruzzo,2004,87,3639
Abruzzo,2004,88,3857
Abruzzo,2004,89,2894
Abruzzo,2004,90,2667
Abruzzo,2004,91,2230
Abruzzo,2004,92,1487
Abruzzo,2004,93,1339
Abruzzo,2004,94,970
Abruzzo,2004,95,669
Abruzzo,2004,96,431
Abruzzo,2004,97,299
Abruzzo,2004,98,205
Abruzzo,2004,99,124
Abruzzo,2004,100,149
Abruzzo,2004,Total,1278658
Abruzzo,2005,0,11057
Abruzzo,2005,1,10991
Abruzzo,2005,2,10706
Abruzzo,2005,3,11027
Abruzzo,2005,4,11024
Abruzzo,2005,5,11038
Abruzzo,2005,6,11122
Abruzzo,2005,7,11169
Abruzzo,2005,8,11408
Abruzzo,2005,9,11429
Abruzzo,2005,10,11906
Abruzzo,2005,11,12431
Abruzzo,2005,12,12777
Abruzzo,2005,13,12938
Abruzzo,2005,14,13100
Abruzzo,2005,15,12983
Abruzzo,2005,16,13109
Abruzzo,2005,17,12647
Abruzzo,2005,18,13294
Abruzzo,2005,19,13937
Abruzzo,2005,20,14103
Abruzzo,2005,21,14325
Abruzzo,2005,22,15084
Abruzzo,2005,23,14947
Abruzzo,2005,24,15357
Abruzzo,2005,25,16103
Abruzzo,2005,26,16736
Abruzzo,2005,27,17054
Abruzzo,2005,28,17938
Abruzzo,2005,29,18652
Abruzzo,2005,30,19292
Abruzzo,2005,31,19120
Abruzzo,2005,32,19435
Abruzzo,2005,33,19757
Abruzzo,2005,34,19240
Abruzzo,2005,35,20160
Abruzzo,2005,36,19913
Abruzzo,2005,37,20219
Abruzzo,2005,38,20762
Abruzzo,2005,39,20874
Abruzzo,2005,40,20937
Abruzzo,2005,41,19772
Abruzzo,2005,42,19090
Abruzzo,2005,43,18936
Abruzzo,2005,44,18598
Abruzzo,2005,45,18275
Abruzzo,2005,46,17651
Abruzzo,2005,47,17512
Abruzzo,2005,48,17329
Abruzzo,2005,49,17340
Abruzzo,2005,50,17115
Abruzzo,2005,51,16141
Abruzzo,2005,52,16196
Abruzzo,2005,53,16361
Abruzzo,2005,54,16999
Abruzzo,2005,55,17114
Abruzzo,2005,56,17443
Abruzzo,2005,57,16764
Abruzzo,2005,58,16387
Abruzzo,2005,59,12437
Abruzzo,2005,60,13521
Abruzzo,2005,61,13323
Abruzzo,2005,62,12970
Abruzzo,2005,63,13114
Abruzzo,2005,64,15266
Abruzzo,2005,65,15457
Abruzzo,2005,66,14403
Abruzzo,2005,67,14538
Abruzzo,2005,68,13901
Abruzzo,2005,69,14401
Abruzzo,2005,70,13769
Abruzzo,2005,71,14224
Abruzzo,2005,72,12848
Abruzzo,2005,73,13391
Abruzzo,2005,74,14254
Abruzzo,2005,75,12288
Abruzzo,2005,76,12126
Abruzzo,2005,77,11979
Abruzzo,2005,78,11215
Abruzzo,2005,79,10826
Abruzzo,2005,80,10103
Abruzzo,2005,81,9184
Abruzzo,2005,82,8932
Abruzzo,2005,83,8287
Abruzzo,2005,84,7585
Abruzzo,2005,85,4484
Abruzzo,2005,86,2991
Abruzzo,2005,87,2817
Abruzzo,2005,88,3199
Abruzzo,2005,89,3344
Abruzzo,2005,90,2440
Abruzzo,2005,91,2265
Abruzzo,2005,92,1845
Abruzzo,2005,93,1182
Abruzzo,2005,94,1051
Abruzzo,2005,95,761
Abruzzo,2005,96,474
Abruzzo,2005,97,300
Abruzzo,2005,98,207
Abruzzo,2005,99,137
Abruzzo,2005,100,194
Abruzzo,2005,Total,1287157
Abruzzo,2006,0,11158
Abruzzo,2006,1,11124
Abruzzo,2006,2,11106
Abruzzo,2006,3,10766
Abruzzo,2006,4,11154
Abruzzo,2006,5,11152
Abruzzo,2006,6,11153
Abruzzo,2006,7,11263
Abruzzo,2006,8,11293
Abruzzo,2006,9,11507
Abruzzo,2006,10,11573
Abruzzo,2006,11,12027
Abruzzo,2006,12,12527
Abruzzo,2006,13,12884
Abruzzo,2006,14,13025
Abruzzo,2006,15,13211
Abruzzo,2006,16,13083
Abruzzo,2006,17,13208
Abruzzo,2006,18,12807
Abruzzo,2006,19,13347
Abruzzo,2006,20,14005
Abruzzo,2006,21,14220
Abruzzo,2006,22,14397
Abruzzo,2006,23,15206
Abruzzo,2006,24,15063
Abruzzo,2006,25,15486
Abruzzo,2006,26,16257
Abruzzo,2006,27,16870
Abruzzo,2006,28,17257
Abruzzo,2006,29,18112
Abruzzo,2006,30,18812
Abruzzo,2006,31,19430
Abruzzo,2006,32,19151
Abruzzo,2006,33,19487
Abruzzo,2006,34,19800
Abruzzo,2006,35,19317
Abruzzo,2006,36,20358
Abruzzo,2006,37,20135
Abruzzo,2006,38,20378
Abruzzo,2006,39,20867
Abruzzo,2006,40,20999
Abruzzo,2006,41,21049
Abruzzo,2006,42,19863
Abruzzo,2006,43,19185
Abruzzo,2006,44,19008
Abruzzo,2006,45,18687
Abruzzo,2006,46,18351
Abruzzo,2006,47,17714
Abruzzo,2006,48,17569
Abruzzo,2006,49,17386
Abruzzo,2006,50,17399
Abruzzo,2006,51,17122
Abruzzo,2006,52,16145
Abruzzo,2006,53,16213
Abruzzo,2006,54,16385
Abruzzo,2006,55,17030
Abruzzo,2006,56,17131
Abruzzo,2006,57,17475
Abruzzo,2006,58,16800
Abruzzo,2006,59,16422
Abruzzo,2006,60,12451
Abruzzo,2006,61,13514
Abruzzo,2006,62,13277
Abruzzo,2006,63,12954
Abruzzo,2006,64,13107
Abruzzo,2006,65,15237
Abruzzo,2006,66,15397
Abruzzo,2006,67,14356
Abruzzo,2006,68,14444
Abruzzo,2006,69,13825
Abruzzo,2006,70,14210
Abruzzo,2006,71,13612
Abruzzo,2006,72,14047
Abruzzo,2006,73,12634
Abruzzo,2006,74,13123
Abruzzo,2006,75,13911
Abruzzo,2006,76,11966
Abruzzo,2006,77,11785
Abruzzo,2006,78,11640
Abruzzo,2006,79,10802
Abruzzo,2006,80,10378
Abruzzo,2006,81,9572
Abruzzo,2006,82,8630
Abruzzo,2006,83,8378
Abruzzo,2006,84,7713
Abruzzo,2006,85,6929
Abruzzo,2006,86,4085
Abruzzo,2006,87,2666
Abruzzo,2006,88,2491
Abruzzo,2006,89,2755
Abruzzo,2006,90,2827
Abruzzo,2006,91,1994
Abruzzo,2006,92,1797
Abruzzo,2006,93,1466
Abruzzo,2006,94,911
Abruzzo,2006,95,758
Abruzzo,2006,96,548
Abruzzo,2006,97,328
Abruzzo,2006,98,211
Abruzzo,2006,99,141
Abruzzo,2006,100,220
Abruzzo,2006,Total,1292999
Abruzzo,2007,0,10996
Abruzzo,2007,1,11149
Abruzzo,2007,2,11182
Abruzzo,2007,3,11175
Abruzzo,2007,4,10815
Abruzzo,2007,5,11208
Abruzzo,2007,6,11236
Abruzzo,2007,7,11219
Abruzzo,2007,8,11358
Abruzzo,2007,9,11394
Abruzzo,2007,10,11595
Abruzzo,2007,11,11670
Abruzzo,2007,12,12079
Abruzzo,2007,13,12612
Abruzzo,2007,14,12959
Abruzzo,2007,15,13069
Abruzzo,2007,16,13300
Abruzzo,2007,17,13173
Abruzzo,2007,18,13300
Abruzzo,2007,19,12904
Abruzzo,2007,20,13400
Abruzzo,2007,21,14107
Abruzzo,2007,22,14354
Abruzzo,2007,23,14536
Abruzzo,2007,24,15300
Abruzzo,2007,25,15211
Abruzzo,2007,26,15531
Abruzzo,2007,27,16323
Abruzzo,2007,28,16979
Abruzzo,2007,29,17358
Abruzzo,2007,30,18185
Abruzzo,2007,31,18878
Abruzzo,2007,32,19400
Abruzzo,2007,33,19105
Abruzzo,2007,34,19475
Abruzzo,2007,35,19863
Abruzzo,2007,36,19475
Abruzzo,2007,37,20437
Abruzzo,2007,38,20237
Abruzzo,2007,39,20487
Abruzzo,2007,40,20964
Abruzzo,2007,41,21052
Abruzzo,2007,42,21140
Abruzzo,2007,43,19924
Abruzzo,2007,44,19198
Abruzzo,2007,45,19056
Abruzzo,2007,46,18735
Abruzzo,2007,47,18416
Abruzzo,2007,48,17782
Abruzzo,2007,49,17614
Abruzzo,2007,50,17410
Abruzzo,2007,51,17433
Abruzzo,2007,52,17139
Abruzzo,2007,53,16198
Abruzzo,2007,54,16210
Abruzzo,2007,55,16402
Abruzzo,2007,56,17037
Abruzzo,2007,57,17151
Abruzzo,2007,58,17484
Abruzzo,2007,59,16783
Abruzzo,2007,60,16434
Abruzzo,2007,61,12475
Abruzzo,2007,62,13494
Abruzzo,2007,63,13255
Abruzzo,2007,64,12901
Abruzzo,2007,65,13066
Abruzzo,2007,66,15153
Abruzzo,2007,67,15341
Abruzzo,2007,68,14239
Abruzzo,2007,69,14342
Abruzzo,2007,70,13640
Abruzzo,2007,71,14049
Abruzzo,2007,72,13424
Abruzzo,2007,73,13845
Abruzzo,2007,74,12407
Abruzzo,2007,75,12842
Abruzzo,2007,76,13564
Abruzzo,2007,77,11625
Abruzzo,2007,78,11382
Abruzzo,2007,79,11238
Abruzzo,2007,80,10375
Abruzzo,2007,81,9879
Abruzzo,2007,82,8980
Abruzzo,2007,83,8057
Abruzzo,2007,84,7781
Abruzzo,2007,85,7104
Abruzzo,2007,86,6243
Abruzzo,2007,87,3712
Abruzzo,2007,88,2364
Abruzzo,2007,89,2172
Abruzzo,2007,90,2395
Abruzzo,2007,91,2382
Abruzzo,2007,92,1650
Abruzzo,2007,93,1427
Abruzzo,2007,94,1158
Abruzzo,2007,95,718
Abruzzo,2007,96,582
Abruzzo,2007,97,394
Abruzzo,2007,98,237
Abruzzo,2007,99,142
Abruzzo,2007,100,239
Abruzzo,2007,Total,1296869
Abruzzo,2008,0,11378
Abruzzo,2008,1,11140
Abruzzo,2008,2,11304
Abruzzo,2008,3,11280
Abruzzo,2008,4,11308
Abruzzo,2008,5,10974
Abruzzo,2008,6,11406
Abruzzo,2008,7,11460
Abruzzo,2008,8,11407
Abruzzo,2008,9,11525
Abruzzo,2008,10,11509
Abruzzo,2008,11,11753
Abruzzo,2008,12,11829
Abruzzo,2008,13,12195
Abruzzo,2008,14,12755
Abruzzo,2008,15,13127
Abruzzo,2008,16,13193
Abruzzo,2008,17,13469
Abruzzo,2008,18,13376
Abruzzo,2008,19,13566
Abruzzo,2008,20,13303
Abruzzo,2008,21,13727
Abruzzo,2008,22,14539
Abruzzo,2008,23,14786
Abruzzo,2008,24,14948
Abruzzo,2008,25,15789
Abruzzo,2008,26,15603
Abruzzo,2008,27,15965
Abruzzo,2008,28,16840
Abruzzo,2008,29,17454
Abruzzo,2008,30,17893
Abruzzo,2008,31,18583
Abruzzo,2008,32,19079
Abruzzo,2008,33,19764
Abruzzo,2008,34,19382
Abruzzo,2008,35,19757
Abruzzo,2008,36,20263
Abruzzo,2008,37,19841
Abruzzo,2008,38,20738
Abruzzo,2008,39,20672
Abruzzo,2008,40,20786
Abruzzo,2008,41,21177
Abruzzo,2008,42,21271
Abruzzo,2008,43,21380
Abruzzo,2008,44,20153
Abruzzo,2008,45,19404
Abruzzo,2008,46,19233
Abruzzo,2008,47,18937
Abruzzo,2008,48,18629
Abruzzo,2008,49,17941
Abruzzo,2008,50,17782
Abruzzo,2008,51,17581
Abruzzo,2008,52,17616
Abruzzo,2008,53,17246
Abruzzo,2008,54,16277
Abruzzo,2008,55,16279
Abruzzo,2008,56,16499
Abruzzo,2008,57,17069
Abruzzo,2008,58,17258
Abruzzo,2008,59,17554
Abruzzo,2008,60,16853
Abruzzo,2008,61,16455
Abruzzo,2008,62,12464
Abruzzo,2008,63,13494
Abruzzo,2008,64,13213
Abruzzo,2008,65,12876
Abruzzo,2008,66,13016
Abruzzo,2008,67,15098
Abruzzo,2008,68,15245
Abruzzo,2008,69,14145
Abruzzo,2008,70,14182
Abruzzo,2008,71,13482
Abruzzo,2008,72,13856
Abruzzo,2008,73,13207
Abruzzo,2008,74,13582
Abruzzo,2008,75,12139
Abruzzo,2008,76,12508
Abruzzo,2008,77,13146
Abruzzo,2008,78,11269
Abruzzo,2008,79,10985
Abruzzo,2008,80,10784
Abruzzo,2008,81,9909
Abruzzo,2008,82,9301
Abruzzo,2008,83,8352
Abruzzo,2008,84,7460
Abruzzo,2008,85,7203
Abruzzo,2008,86,6419
Abruzzo,2008,87,5600
Abruzzo,2008,88,3304
Abruzzo,2008,89,2069
Abruzzo,2008,90,1839
Abruzzo,2008,91,2022
Abruzzo,2008,92,1963
Abruzzo,2008,93,1316
Abruzzo,2008,94,1085
Abruzzo,2008,95,900
Abruzzo,2008,96,544
Abruzzo,2008,97,406
Abruzzo,2008,98,256
Abruzzo,2008,99,149
Abruzzo,2008,100,259
Abruzzo,2008,Total,1311307
Abruzzo,2009,0,11646
Abruzzo,2009,1,11414
Abruzzo,2009,2,11247
Abruzzo,2009,3,11417
Abruzzo,2009,4,11384
Abruzzo,2009,5,11417
Abruzzo,2009,6,11078
Abruzzo,2009,7,11549
Abruzzo,2009,8,11593
Abruzzo,2009,9,11508
Abruzzo,2009,10,11681
Abruzzo,2009,11,11645
Abruzzo,2009,12,11877
Abruzzo,2009,13,11959
Abruzzo,2009,14,12330
Abruzzo,2009,15,12897
Abruzzo,2009,16,13248
Abruzzo,2009,17,13310
Abruzzo,2009,18,13656
Abruzzo,2009,19,13624
Abruzzo,2009,20,13861
Abruzzo,2009,21,13666
Abruzzo,2009,22,14080
Abruzzo,2009,23,14898
Abruzzo,2009,24,15155
Abruzzo,2009,25,15258
Abruzzo,2009,26,16087
Abruzzo,2009,27,15853
Abruzzo,2009,28,16341
Abruzzo,2009,29,17080
Abruzzo,2009,30,17777
Abruzzo,2009,31,18059
Abruzzo,2009,32,18654
Abruzzo,2009,33,19142
Abruzzo,2009,34,19799
Abruzzo,2009,35,19470
Abruzzo,2009,36,19999
Abruzzo,2009,37,20472
Abruzzo,2009,38,20089
Abruzzo,2009,39,20985
Abruzzo,2009,40,20851
Abruzzo,2009,41,20957
Abruzzo,2009,42,21324
Abruzzo,2009,43,21405
Abruzzo,2009,44,21569
Abruzzo,2009,45,20276
Abruzzo,2009,46,19585
Abruzzo,2009,47,19366
Abruzzo,2009,48,19078
Abruzzo,2009,49,18787
Abruzzo,2009,50,18048
Abruzzo,2009,51,17955
Abruzzo,2009,52,17663
Abruzzo,2009,53,17658
Abruzzo,2009,54,17365
Abruzzo,2009,55,16367
Abruzzo,2009,56,16311
Abruzzo,2009,57,16532
Abruzzo,2009,58,17131
Abruzzo,2009,59,17330
Abruzzo,2009,60,17643
Abruzzo,2009,61,16901
Abruzzo,2009,62,16490
Abruzzo,2009,63,12472
Abruzzo,2009,64,13486
Abruzzo,2009,65,13199
Abruzzo,2009,66,12830
Abruzzo,2009,67,13002
Abruzzo,2009,68,15041
Abruzzo,2009,69,15124
Abruzzo,2009,70,13999
Abruzzo,2009,71,14053
Abruzzo,2009,72,13284
Abruzzo,2009,73,13645
Abruzzo,2009,74,12958
Abruzzo,2009,75,13315
Abruzzo,2009,76,11910
Abruzzo,2009,77,12143
Abruzzo,2009,78,12728
Abruzzo,2009,79,10900
Abruzzo,2009,80,10551
Abruzzo,2009,81,10273
Abruzzo,2009,82,9402
Abruzzo,2009,83,8621
Abruzzo,2009,84,7739
Abruzzo,2009,85,6897
Abruzzo,2009,86,6607
Abruzzo,2009,87,5816
Abruzzo,2009,88,4931
Abruzzo,2009,89,2897
Abruzzo,2009,90,1762
Abruzzo,2009,91,1543
Abruzzo,2009,92,1694
Abruzzo,2009,93,1600
Abruzzo,2009,94,1041
Abruzzo,2009,95,834
Abruzzo,2009,96,676
Abruzzo,2009,97,390
Abruzzo,2009,98,289
Abruzzo,2009,99,169
Abruzzo,2009,100,269
Abruzzo,2009,Total,1321887
Abruzzo,2010,0,11261
Abruzzo,2010,1,11604
Abruzzo,2010,2,11441
Abruzzo,2010,3,11305
Abruzzo,2010,4,11456
Abruzzo,2010,5,11473
Abruzzo,2010,6,11472
Abruzzo,2010,7,11160
Abruzzo,2010,8,11625
Abruzzo,2010,9,11676
Abruzzo,2010,10,11579
Abruzzo,2010,11,11795
Abruzzo,2010,12,11759
Abruzzo,2010,13,11947
Abruzzo,2010,14,12075
Abruzzo,2010,15,12423
Abruzzo,2010,16,13008
Abruzzo,2010,17,13351
Abruzzo,2010,18,13417
Abruzzo,2010,19,13845
Abruzzo,2010,20,13800
Abruzzo,2010,21,14101
Abruzzo,2010,22,13896
Abruzzo,2010,23,14293
Abruzzo,2010,24,15065
Abruzzo,2010,25,15312
Abruzzo,2010,26,15388
Abruzzo,2010,27,16223
Abruzzo,2010,28,15955
Abruzzo,2010,29,16427
Abruzzo,2010,30,17271
Abruzzo,2010,31,17863
Abruzzo,2010,32,18056
Abruzzo,2010,33,18662
Abruzzo,2010,34,19065
Abruzzo,2010,35,19861
Abruzzo,2010,36,19651
Abruzzo,2010,37,20147
Abruzzo,2010,38,20552
Abruzzo,2010,39,20185
Abruzzo,2010,40,21081
Abruzzo,2010,41,20958
Abruzzo,2010,42,21051
Abruzzo,2010,43,21358
Abruzzo,2010,44,21488
Abruzzo,2010,45,21672
Abruzzo,2010,46,20345
Abruzzo,2010,47,19612
Abruzzo,2010,48,19441
Abruzzo,2010,49,19119
Abruzzo,2010,50,18853
Abruzzo,2010,51,18136
Abruzzo,2010,52,18031
Abruzzo,2010,53,17697
Abruzzo,2010,54,17664
Abruzzo,2010,55,17382
Abruzzo,2010,56,16389
Abruzzo,2010,57,16294
Abruzzo,2010,58,16516
Abruzzo,2010,59,17116
Abruzzo,2010,60,17342
Abruzzo,2010,61,17637
Abruzzo,2010,62,16919
Abruzzo,2010,63,16462
Abruzzo,2010,64,12426
Abruzzo,2010,65,13456
Abruzzo,2010,66,13143
Abruzzo,2010,67,12784
Abruzzo,2010,68,12936
Abruzzo,2010,69,14896
Abruzzo,2010,70,14983
Abruzzo,2010,71,13844
Abruzzo,2010,72,13878
Abruzzo,2010,73,13023
Abruzzo,2010,74,13353
Abruzzo,2010,75,12695
Abruzzo,2010,76,13005
Abruzzo,2010,77,11591
Abruzzo,2010,78,11760
Abruzzo,2010,79,12249
Abruzzo,2010,80,10460
Abruzzo,2010,81,9999
Abruzzo,2010,82,9701
Abruzzo,2010,83,8667
Abruzzo,2010,84,7983
Abruzzo,2010,85,7071
Abruzzo,2010,86,6253
Abruzzo,2010,87,5900
Abruzzo,2010,88,5095
Abruzzo,2010,89,4340
Abruzzo,2010,90,2426
Abruzzo,2010,91,1460
Abruzzo,2010,92,1296
Abruzzo,2010,93,1342
Abruzzo,2010,94,1286
Abruzzo,2010,95,817
Abruzzo,2010,96,625
Abruzzo,2010,97,486
Abruzzo,2010,98,296
Abruzzo,2010,99,198
Abruzzo,2010,100,284
Abruzzo,2010,Total,1326015
Abruzzo,2011,0,11576
Abruzzo,2011,1,11246
Abruzzo,2011,2,11622
Abruzzo,2011,3,11469
Abruzzo,2011,4,11330
Abruzzo,2011,5,11457
Abruzzo,2011,6,11482
Abruzzo,2011,7,11506
Abruzzo,2011,8,11194
Abruzzo,2011,9,11684
Abruzzo,2011,10,11748
Abruzzo,2011,11,11620
Abruzzo,2011,12,11862
Abruzzo,2011,13,11798
Abruzzo,2011,14,12021
Abruzzo,2011,15,12138
Abruzzo,2011,16,12485
